,endTime,artistName,trackName,year,month,seconds_played,minutes_played
3744,2021-06-19 15:55:00-03:00,Men I Trust,Seven,2021,6,31.245,0.52075
3745,2021-06-19 15:59:00-03:00,Unknown Mortal Orchestra,Hunnybee,2021,6,268.333,4.472216666666667
3746,2021-06-19 16:02:00-03:00,Soulive,Waves,2021,6,128.936,2.1489333333333334
3747,2021-06-19 16:14:00-03:00,The Dip,B.T.,2021,6,97.63,1.6271666666666667
3750,2021-06-19 16:18:00-03:00,Thundercat,Show You The Way,2021,6,200.37,3.3395
3753,2021-06-19 16:21:00-03:00,Papooz,Theatrical State of Mind,2021,6,192.039,3.20065
3754,2021-06-19 16:25:00-03:00,Fellini Félin,Come to the Fore,2021,6,193.03,3.2171666666666665
3755,2021-06-19 16:30:00-03:00,Pigeons Playing Ping Pong,Melting Lights,2021,6,304.506,5.0751
3757,2021-06-19 16:35:00-03:00,Pigeons Playing Ping Pong,F.U.,2021,6,281.0,4.683333333333334
3761,2021-06-19 16:57:00-03:00,Swim Mountain,Wait for Me,2021,6,154.53,2.5755
3762,2021-06-19 16:58:00-03:00,Vulfpeck,Funky Duck,2021,6,64.42,1.0736666666666668
3763,2021-06-19 17:00:00-03:00,Anouk,The Dark,2021,6,152.64,2.5439999999999996
3764,2021-06-19 17:04:00-03:00,KellyeAnn Keough,Well-Behaved Women,2021,6,187.622,3.1270333333333338
3765,2021-06-19 17:14:00-03:00,Tower Of Power,We Came to Play,2021,6,52.53,0.8755000000000001
3767,2021-06-19 17:15:00-03:00,John Mayer,"Come When I Call - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2021,6,45.46,0.7576666666666667
3769,2021-06-19 17:18:00-03:00,Cory Henry,Happy Days,2021,6,122.77,2.0461666666666667
3770,2021-06-19 17:22:00-03:00,CHIC,What About Me,2021,6,254.16,4.236
3771,2021-06-19 17:35:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,6,778.58,12.976333333333335
3774,2021-06-19 17:37:00-03:00,"Earth, Wind & Fire",Everything Is Everything,2021,6,67.78,1.1296666666666666
3776,2021-06-19 17:38:00-03:00,Donny Hathaway,What's Going On - Live,2021,6,63.23,1.0538333333333332
3777,2021-06-19 17:40:00-03:00,Donny Hathaway,"The Ghetto - Live at the Troubador, Los Angeles, CA",2021,6,121.7,2.0283333333333333
3778,2021-06-19 17:41:00-03:00,Donny Hathaway,Hey Girl - Live,2021,6,35.7,0.5950000000000001
3794,2021-06-19 17:44:00-03:00,Black Joe Lewis & The Honeybears,I'm Broke,2021,6,42.77,0.7128333333333334
3801,2021-06-19 17:45:00-03:00,Stuff,Foots,2021,6,46.43,0.7738333333333334
3806,2021-06-20 12:37:00-03:00,The Meters,Down by the River,2021,6,534.48,8.908
3859,2021-06-20 19:26:00-03:00,George Clanton,Make You Cry,2021,6,226.8,3.7800000000000002
3860,2021-06-20 20:01:00-03:00,Rush,The Big Money,2021,6,195.79,3.2631666666666663
3864,2021-06-21 10:53:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,6,226.44,3.774
3866,2021-06-21 10:58:00-03:00,CHIC,What About Me,2021,6,254.16,4.236
3867,2021-06-21 11:12:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,6,815.08,13.584666666666667
3868,2021-06-21 11:17:00-03:00,The Temptations,Shakey Ground,2021,6,235.83,3.9305000000000003
3869,2021-06-21 11:21:00-03:00,Dire Straits,Six Blade Knife,2021,6,252.0,4.2
3870,2021-06-21 16:28:00-03:00,Dire Straits,Lions,2021,6,163.94,2.7323333333333335
3871,2021-06-21 16:33:00-03:00,Galactic,Church,2021,6,353.973,5.8995500000000005
3872,2021-06-21 16:39:00-03:00,Galactic,Something's Wrong With This Picture,2021,6,355.506,5.9251
3873,2021-06-21 17:15:00-03:00,Little Feat,Skin It Back,2021,6,134.44,2.240666666666667
3874,2021-06-21 17:27:00-03:00,Merl Saunders & Friends,After Midnight,2021,6,301.4,5.0233333333333325
3875,2021-06-21 17:32:00-03:00,Pimps of Joytime,Mud featuring Ivan Neville,2021,6,260.173,4.336216666666667
3876,2021-06-21 17:36:00-03:00,Vulfpeck,Cory Wong,2021,6,246.91,4.115166666666666
3877,2021-06-21 17:40:00-03:00,The New Mastersounds,MRG,2021,6,257.106,4.2851
3878,2021-06-21 17:43:00-03:00,The New Mastersounds,102%,2021,6,203.457,3.3909499999999997
3879,2021-06-21 17:47:00-03:00,Average White Band,Pick up the Pieces,2021,6,234.586,3.909766666666667
3881,2021-06-21 17:50:00-03:00,Shuggie Otis,Funky Thithee,2021,6,148.595,2.476583333333333
3883,2021-06-22 10:14:00-03:00,The New Mastersounds,The Vandenburg Suite,2021,6,298.875,4.98125
3884,2021-06-22 10:17:00-03:00,Sly & The Family Stone,If You Want Me to Stay,2021,6,180.493,3.0082166666666668
3887,2021-06-22 10:21:00-03:00,Mac Miller,What's the Use?,2021,6,214.491,3.57485
3888,2021-06-22 10:26:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,6,237.37,3.956166666666667
3892,2021-06-22 10:30:00-03:00,KellyeAnn Keough,Well-Behaved Women,2021,6,187.622,3.1270333333333338
3893,2021-06-22 10:35:00-03:00,The Brothers Johnson,Strawberry Letter 23,2021,6,299.066,4.984433333333333
3894,2021-06-22 10:36:00-03:00,Merl Saunders & Friends,After Midnight,2021,6,56.423,0.9403833333333333
3897,2021-06-22 10:40:00-03:00,The Meters,Come Together,2021,6,186.74,3.1123333333333334
3901,2021-06-22 10:43:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,6,155.28,2.588
3904,2021-06-22 10:48:00-03:00,The New Mastersounds,MRG,2021,6,257.106,4.2851
3905,2021-06-22 10:50:00-03:00,Kool & The Gang,Hollywood Swinging,2021,6,141.683,2.3613833333333334
3908,2021-06-22 10:52:00-03:00,The Clash,The Magnificent Seven - Remastered,2021,6,107.17,1.7861666666666667
3910,2021-06-22 10:55:00-03:00,Lettuce,Do It Like You Do,2021,6,214.19,3.5698333333333334
3922,2021-06-22 11:01:00-03:00,CHIC,What About Me,2021,6,254.16,4.236
3923,2021-06-22 11:11:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,6,605.81,10.096833333333333
3924,2021-06-22 11:12:00-03:00,Stevie Wonder,He's Misstra Know-It-All,2021,6,58.67,0.9778333333333333
3931,2021-06-22 11:18:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,6,296.146,4.935766666666667
3932,2021-06-22 11:21:00-03:00,Canned Heat,Going Up The Country,2021,6,172.866,2.8811000000000004
3933,2021-06-22 11:26:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,6,300.209,5.0034833333333335
3934,2021-06-22 11:28:00-03:00,Tears For Fears,Shout,2021,6,34.907,0.5817833333333333
3935,2021-06-22 11:33:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,6,261.413,4.356883333333333
3936,2021-06-22 12:53:00-03:00,KellyeAnn Keough,Well-Behaved Women,2021,6,30.99,0.5165
3937,2021-06-22 12:54:00-03:00,The Rolling Stones,Fingerprint File,2021,6,78.68,1.3113333333333335
3939,2021-06-22 17:32:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,6,302.52,5.042
3940,2021-06-22 17:35:00-03:00,Average White Band,School Boy Crush,2021,6,175.97,2.9328333333333334
3943,2021-06-23 14:31:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,6,214.97,3.5828333333333333
3944,2021-06-23 14:34:00-03:00,The Meters,Ease Back,2021,6,194.226,3.2371
3945,2021-06-23 14:37:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,6,169.466,2.8244333333333334
3946,2021-06-23 14:41:00-03:00,Eric Clapton,I Shot The Sheriff,2021,6,263.746,4.395766666666666
3947,2021-06-23 14:45:00-03:00,Faces,Ooh La La,2021,6,214.08,3.568
3949,2021-06-23 14:46:00-03:00,Tower Of Power,We Came to Play,2021,6,83.31,1.3885
3951,2021-06-23 14:50:00-03:00,Talking Heads,Burning Down the House,2021,6,241.92,4.032
3952,2021-06-23 14:56:00-03:00,The Clash,The Magnificent Seven - Remastered,2021,6,320.0,5.333333333333333
3953,2021-06-23 14:59:00-03:00,Creedence Clearwater Revival,Run Through The Jungle,2021,6,184.746,3.0791
3954,2021-06-23 15:10:00-03:00,Creedence Clearwater Revival,I Heard It Through The Grapevine,2021,6,664.333,11.072216666666666
3955,2021-06-23 15:48:00-03:00,Buffalo Springfield,For What It's Worth,2021,6,153.693,2.56155
3956,2021-06-23 15:51:00-03:00,Creedence Clearwater Revival,Green River,2021,6,154.12,2.5686666666666667
3957,2021-06-23 15:55:00-03:00,Lou Reed,Walk On the Wild Side,2021,6,254.173,4.2362166666666665
3958,2021-06-23 16:00:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,6,302.52,5.042
3961,2021-06-23 16:16:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,6,181.46,3.0243333333333333
3964,2021-06-23 16:55:00-03:00,CHIC,What About Me,2021,6,254.16,4.236
3965,2021-06-23 17:00:00-03:00,Little Feat,Skin It Back,2021,6,252.133,4.202216666666667
3966,2021-06-23 17:05:00-03:00,Ripe,Goon Squad,2021,6,316.742,5.2790333333333335
3990,2021-06-23 17:09:00-03:00,The Meters,Come Together,2021,6,184.47,3.0745
3991,2021-06-23 17:13:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,6,223.96,3.732666666666667
3992,2021-06-23 17:17:00-03:00,Dire Straits,Six Blade Knife,2021,6,252.0,4.2
3993,2021-06-23 17:18:00-03:00,Mel Brown,Chicken Fat,2021,6,44.72,0.7453333333333333
3999,2021-06-23 17:23:00-03:00,Lettuce,Everybody Wants to Rule the World,2021,6,291.981,4.86635
4000,2021-06-23 17:26:00-03:00,Swim Mountain,Wait for Me,2021,6,186.983,3.1163833333333333
4001,2021-06-23 17:30:00-03:00,Gary Clark Jr.,Cold Blooded,2021,6,223.093,3.7182166666666663
4002,2021-06-23 17:36:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,6,365.053,6.084216666666666
4003,2021-06-23 18:20:00-03:00,John Scofield,A Go Go,2021,6,52.91,0.8818333333333332
4004,2021-06-23 18:24:00-03:00,Iggy Pop,The Passenger,2021,6,283.36,4.722666666666667
4005,2021-06-23 18:27:00-03:00,Canned Heat,Going Up The Country,2021,6,172.866,2.8811000000000004
4006,2021-06-23 18:32:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,6,261.413,4.356883333333333
4010,2021-06-23 18:36:00-03:00,Roxy Music,Love Is The Drug,2021,6,251.333,4.188883333333333
4016,2021-06-23 18:41:00-03:00,XTC,Making Plans For Nigel,2021,6,253.8,4.23
4017,2021-06-23 18:42:00-03:00,Iggy Pop,James Bond,2021,6,42.6,0.7100000000000001
4020,2021-06-23 18:45:00-03:00,The Clash,Rock the Casbah - Remastered,2021,6,157.03,2.617166666666667
4021,2021-06-23 18:45:00-03:00,The Stranglers,Peaches - 1996 Remaster,2021,6,30.91,0.5151666666666667
4027,2021-06-23 18:51:00-03:00,Beach House,Gila,2021,6,286.24,4.770666666666667
4028,2021-06-23 18:52:00-03:00,Beach House,You Came To Me,2021,6,36.07,0.6011666666666666
4029,2021-06-23 18:56:00-03:00,Pinback,Tripoli,2021,6,270.866,4.514433333333333
4030,2021-06-23 18:59:00-03:00,Pinback,Shag,2021,6,155.673,2.59455
4031,2021-06-23 19:03:00-03:00,Pinback,Hurley,2021,6,235.893,3.93155
4032,2021-06-23 19:08:00-03:00,Pinback,Lyon,2021,6,320.306,5.338433333333333
4035,2021-06-23 19:10:00-03:00,Pinback,Versailles,2021,6,116.11,1.9351666666666667
4037,2021-06-23 19:13:00-03:00,Pinback,Rousseau,2021,6,164.33,2.7388333333333335
4041,2021-06-24 11:12:00-03:00,Rush,Tom Sawyer,2021,6,276.88,4.6146666666666665
4044,2021-06-24 11:13:00-03:00,Tears For Fears,Shout,2021,6,33.92,0.5653333333333334
4046,2021-06-24 11:18:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,6,302.52,5.042
4047,2021-06-24 11:22:00-03:00,The Cure,Lullaby - Remastered,2021,6,248.186,4.136433333333334
4048,2021-06-24 11:25:00-03:00,Creedence Clearwater Revival,Green River,2021,6,154.12,2.5686666666666667
4058,2021-06-24 11:43:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,6,296.146,4.935766666666667
4059,2021-06-24 11:47:00-03:00,Bill Withers,Use Me,2021,6,214.073,3.5678833333333335
4065,2021-06-24 11:52:00-03:00,Graham Central Station,Hair,2021,6,295.146,4.9191
4068,2021-06-24 11:54:00-03:00,Marvin Gaye,Got To Give It Up - Pt. 1,2021,6,109.033,1.8172166666666667
4072,2021-06-24 11:55:00-03:00,Paul Simon,50 Ways to Leave Your Lover,2021,6,36.64,0.6106666666666667
4081,2021-06-24 12:37:00-03:00,The Bar-Kays,Too Hot To Stop - Pt. 1,2021,6,223.706,3.7284333333333333
4084,2021-06-24 12:39:00-03:00,Sam & Dave,"Hold On, I'm Comin'",2021,6,155.706,2.5951
4085,2021-06-24 12:47:00-03:00,The Doors,Riders on the Storm,2021,6,434.72,7.245333333333334
4089,2021-06-24 12:48:00-03:00,The Doors,Light My Fire,2021,6,68.68,1.1446666666666667
4090,2021-06-24 12:52:00-03:00,The Doors,Cars Hiss by My Window,2021,6,249.533,4.158883333333333
4091,2021-06-24 13:02:00-03:00,The Doors,L.A. Woman,2021,6,471.16,7.852666666666667
4093,2021-06-24 13:03:00-03:00,The Doors,The Changeling,2021,6,52.58,0.8763333333333333
4095,2021-06-24 13:04:00-03:00,The Doors,Love Her Madly,2021,6,55.58,0.9263333333333333
4098,2021-06-24 13:08:00-03:00,Franz Ferdinand,No You Girls,2021,6,159.81,2.6635
4100,2021-06-24 13:14:00-03:00,Franz Ferdinand,What She Came For,2021,6,145.75,2.4291666666666667
4101,2021-06-24 13:19:00-03:00,Al Green,Love and Happiness,2021,6,307.062,5.1177
4102,2021-06-24 13:31:00-03:00,Lord Echo,Wang East,2021,6,345.2,5.753333333333333
4104,2021-06-24 13:40:00-03:00,Pigeons Playing Ping Pong,Horizon,2021,6,529.536,8.8256
4108,2021-06-24 13:43:00-03:00,Mcbaise,Le jardin,2021,6,207.678,3.4613
4109,2021-06-24 13:47:00-03:00,Papooz,Theatrical State of Mind,2021,6,192.039,3.20065
4113,2021-06-24 18:54:00-03:00,True Loves,Shambling,2021,6,76.97,1.2828333333333333
4114,2021-06-24 21:21:00-03:00,Ty Segall,My Lady's On Fire,2021,6,232.386,3.8731
4115,2021-06-24 21:25:00-03:00,Ty Segall,Rain,2021,6,245.213,4.086883333333334
4116,2021-06-24 21:29:00-03:00,Ty Segall,Fanny Dog,2021,6,219.373,3.6562166666666664
4117,2021-06-25 00:36:00-03:00,Ty Segall,Every 1's a Winner,2021,6,206.926,3.4487666666666663
4119,2021-06-25 11:01:00-03:00,True Loves,Shambling,2021,6,252.226,4.203766666666667
4120,2021-06-25 11:05:00-03:00,True Loves,No Sayers,2021,6,213.013,3.5502166666666666
4123,2021-06-25 11:08:00-03:00,True Loves,Famous Last Words,2021,6,171.786,2.8631
4124,2021-06-25 11:12:00-03:00,True Loves,Mary Pop Poppins,2021,6,243.992,4.066533333333333
4125,2021-06-25 11:15:00-03:00,True Loves,The Dirty,2021,6,216.115,3.601916666666667
4126,2021-06-25 11:18:00-03:00,True Loves,CC Stomp,2021,6,146.637,2.44395
4127,2021-06-25 11:21:00-03:00,True Loves,A Love That's True,2021,6,211.605,3.52675
4131,2021-06-25 11:27:00-03:00,Darondo,I Don't Want to Leave - Sure Know How to Love Me Re-Edit,2021,6,316.72,5.278666666666667
4132,2021-06-25 11:31:00-03:00,The Jazzual Suspects,Popping Kerns,2021,6,210.129,3.50215
4133,2021-06-25 11:36:00-03:00,BoomBox,Waiting Around,2021,6,323.64,5.394
4134,2021-06-25 11:40:00-03:00,Bonus Points,Some Things Don't Change,2021,6,212.179,3.5363166666666666
4135,2021-06-25 11:45:00-03:00,DJ Cam Quartet,Rebirth of Cool,2021,6,299.693,4.994883333333333
4136,2021-06-25 11:49:00-03:00,Washed Out,Hard to Say Goodbye,2021,6,252.917,4.215283333333334
4137,2021-06-25 11:59:00-03:00,Desmond Cheese,Dope Vhs Master,2021,6,314.4,5.239999999999999
4138,2021-06-25 12:04:00-03:00,Pete Rock,A Little Soul,2021,6,341.2,5.6866666666666665
4139,2021-06-25 12:06:00-03:00,FloFilz,Dulce,2021,6,131.558,2.192633333333333
4140,2021-06-25 12:09:00-03:00,Emapea,Jazzy,2021,6,180.737,3.0122833333333334
4141,2021-06-25 12:12:00-03:00,Jazz Spastiks,(Never Been To) California,2021,6,150.026,2.5004333333333335
4142,2021-06-25 12:25:00-03:00,Flamingosis,Believe in Me,2021,6,61.977,1.03295
4162,2021-06-25 12:30:00-03:00,All Time Low,Somewhere in Neverland,2021,6,77.19,1.2865
4163,2021-06-25 13:19:00-03:00,We Are Scientists,After Hours,2021,6,88.04,1.4673333333333334
4168,2021-06-25 15:47:00-03:00,Bloc Party,Banquet,2021,6,40.49,0.6748333333333334
4172,2021-06-25 16:24:00-03:00,Bloc Party,Hunting for Witches,2021,6,176.8,2.9466666666666668
4178,2021-06-25 16:27:00-03:00,Mew,Special,2021,6,193.08,3.2180000000000004
4185,2021-06-25 16:32:00-03:00,Eric Clapton,"Signe - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,209.413,3.490216666666667
4186,2021-06-25 16:36:00-03:00,Eric Clapton,Before You Accuse Me - 2013 Remaster,2021,6,239.053,3.9842166666666667
4187,2021-06-25 16:42:00-03:00,Eric Clapton,"Hey Hey - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,226.373,3.772883333333333
4189,2021-06-25 16:49:00-03:00,Eric Clapton,"Lonely Stranger - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,327.76,5.462666666666666
4190,2021-06-26 10:30:00-03:00,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,235.426,3.9237666666666664
4191,2021-06-26 10:35:00-03:00,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,289.026,4.8171
4192,2021-06-26 10:56:00-03:00,Eric Clapton,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2021,6,319.606,5.326766666666667
4193,2021-06-26 10:58:00-03:00,Mac DeMarco,Salad Days,2021,6,145.893,2.43155
4195,2021-06-26 11:02:00-03:00,Swim Mountain,Somebody New,2021,6,194.733,3.24555
4196,2021-06-26 11:02:00-03:00,Gativideo,Flash,2021,6,37.21,0.6201666666666666
4198,2021-06-26 11:38:00-03:00,Gativideo,Flash,2021,6,171.469,2.8578166666666664
4199,2021-06-26 11:39:00-03:00,Gativideo,Karen,2021,6,49.81,0.8301666666666667
4203,2021-06-26 11:43:00-03:00,Gativideo,Efecto Mandela,2021,6,186.0,3.1
4204,2021-06-26 11:50:00-03:00,True Loves,Shambling,2021,6,250.845,4.18075
4205,2021-06-26 11:54:00-03:00,Roxy Music,Love Is The Drug,2021,6,251.333,4.188883333333333
4206,2021-06-26 11:57:00-03:00,The Meters,Cissy Strut,2021,6,186.853,3.1142166666666666
4207,2021-06-26 12:00:00-03:00,The Greyboy Allstars,Soul Dream,2021,6,154.163,2.5693833333333336
4212,2021-06-27 11:12:00-03:00,Quist Backing Jam Tracks,F Dorian Groove Bass Backing Track,2021,6,696.45,11.6075
4215,2021-06-27 15:50:00-03:00,Roxy Music,Love Is The Drug,2021,6,37.52,0.6253333333333334
4216,2021-06-27 15:54:00-03:00,Tower Of Power,We Came to Play,2021,6,216.226,3.6037666666666666
4217,2021-06-27 15:57:00-03:00,Men At Work,Who Can It Be Now?,2021,6,201.293,3.3548833333333334
4218,2021-06-27 17:26:00-03:00,Soda Stereo,De Música Ligera,2021,6,159.73,2.6621666666666663
4220,2021-06-27 17:27:00-03:00,Talking Heads,Burning Down the House,2021,6,87.72,1.462
4221,2021-06-27 17:32:00-03:00,Talking Heads,Burning Down the House - Alternate Version,2021,6,309.68,5.161333333333333
4223,2021-06-27 17:52:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,6,166.62,2.777
4226,2021-06-27 17:57:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,6,302.52,5.042
4231,2021-06-27 17:59:00-03:00,Lou Reed,Walk On the Wild Side,2021,6,65.36,1.0893333333333333
4232,2021-06-27 18:03:00-03:00,Ian Dury,Hit Me With Your Rhythm Stick,2021,6,223.96,3.732666666666667
4233,2021-06-27 18:06:00-03:00,Faces,Ooh La La,2021,6,214.08,3.568
4234,2021-06-27 18:10:00-03:00,Creedence Clearwater Revival,Run Through The Jungle,2021,6,184.746,3.0791
4238,2021-06-27 18:15:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,6,296.146,4.935766666666667
4239,2021-06-27 18:20:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,6,261.413,4.356883333333333
4253,2021-06-27 18:22:00-03:00,Roxy Music,Love Is The Drug,2021,6,127.066,2.117766666666667
4258,2021-06-27 18:26:00-03:00,Anouk,The Dark,2021,6,196.893,3.28155
4259,2021-06-27 18:30:00-03:00,Doctorfunk,Can't Fight The Funk,2021,6,241.706,4.028433333333333
4260,2021-06-27 19:21:00-03:00,Doctorfunk,Gotta Get Funky,2021,6,95.34,1.589
4262,2021-06-28 09:47:00-03:00,Quist Backing Jam Tracks,Soul Groove Bass Backing Jam Track (E),2021,6,94.77,1.5795
4264,2021-06-28 09:50:00-03:00,Quist Backing Jam Tracks,Lo-Fi Blues Jam - Sexy Groove Guitar Backing Track (Gm) [feat. Quist],2021,6,142.02,2.367
4268,2021-06-28 11:49:00-03:00,Masego,Black Love,2021,6,45.71,0.7618333333333334
4269,2021-06-28 11:59:00-03:00,Pete Rock,A Little Soul,2021,6,227.8,3.796666666666667
4273,2021-06-28 12:01:00-03:00,Common,Funky For You,2021,6,72.94,1.2156666666666667
4274,2021-06-28 12:03:00-03:00,Sade,Cherry Pie,2021,6,31.21,0.5201666666666667
4276,2021-06-28 12:06:00-03:00,Jill Scott,A Long Walk - 2020 Remastered,2021,6,205.34,3.4223333333333334
4283,2021-06-28 12:11:00-03:00,Jill Scott,The Way - 2020 Remastered,2021,6,256.428,4.2738
4285,2021-06-28 12:16:00-03:00,Jill Scott,A Long Walk - 2020 Remastered,2021,6,280.798,4.679966666666667
4288,2021-06-28 14:39:00-03:00,Gracie Convert,Stay,2021,6,38.05,0.6341666666666667
4289,2021-06-28 14:46:00-03:00,Mark Farina,Dream Machine - Downtempo Mix,2021,6,368.746,6.145766666666666
4290,2021-06-28 14:50:00-03:00,St Germain,Sure Thing,2021,6,252.513,4.20855
4291,2021-06-28 14:55:00-03:00,Byram Joseph,Macheeto,2021,6,258.8,4.3133333333333335
4292,2021-06-28 14:58:00-03:00,Nathan George,Colorblind,2021,6,176.0,2.933333333333333
4293,2021-06-28 15:02:00-03:00,The Jazzual Suspects,Ba Dada,2021,6,277.88,4.631333333333333
4294,2021-06-28 15:05:00-03:00,Colossus,Real Fungi,2021,6,191.0,3.183333333333333
4295,2021-06-28 15:12:00-03:00,Slide Five,Streamline,2021,6,270.333,4.50555
4296,2021-06-28 15:16:00-03:00,The Deli,Blue (Extended),2021,6,257.0,4.283333333333333
4297,2021-06-28 15:19:00-03:00,DARKSUNN,Birds of Prey,2021,6,201.286,3.354766666666667
4299,2021-06-28 15:23:00-03:00,Gramatik,Friday,2021,6,202.268,3.3711333333333333
4300,2021-06-28 15:28:00-03:00,The Jazzual Suspects,This Beat,2021,6,290.653,4.844216666666667
4301,2021-06-28 15:33:00-03:00,Colossus,Dopebeatz,2021,6,300.746,5.012433333333333
4302,2021-06-28 15:37:00-03:00,Hardkandy,Loose Ends,2021,6,248.826,4.1471
4304,2021-06-28 17:09:00-03:00,Dave Allison,Brooklyn's Groove,2021,6,251.203,4.186716666666666
4307,2021-06-28 19:26:00-03:00,Eric Clapton,Cocaine,2021,6,102.17,1.7028333333333334
4308,2021-06-28 19:44:00-03:00,CHIC,Good Times,2021,6,66.58,1.1096666666666666
4309,2021-06-28 19:46:00-03:00,"Earth, Wind & Fire",September,2021,6,155.95,2.5991666666666666
4311,2021-06-28 19:48:00-03:00,Seal,Kiss from a Rose,2021,6,96.41,1.6068333333333333
4312,2021-06-28 19:52:00-03:00,Seal,Stand by Me,2021,6,242.813,4.046883333333333
4314,2021-06-28 19:55:00-03:00,Los Palmeras,El Bombón,2021,6,196.22,3.2703333333333333
4315,2021-06-28 19:57:00-03:00,Los Palmeras,La Suavecita,2021,6,113.53,1.8921666666666668
4316,2021-06-28 19:59:00-03:00,John Denver,"Take Me Home, Country Roads",2021,6,129.18,2.153
4317,2021-06-28 20:01:00-03:00,The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,2021,6,101.07,1.6844999999999999
4318,2021-06-28 20:04:00-03:00,Creedence Clearwater Revival,Run Through The Jungle,2021,6,143.51,2.391833333333333
4319,2021-06-28 20:08:00-03:00,The Doors,Roadhouse Blues,2021,6,239.94,3.999
4320,2021-06-28 20:10:00-03:00,The Doors,Riders on the Storm,2021,6,142.99,2.383166666666667
4321,2021-06-28 22:53:00-03:00,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),2021,6,325.84,5.430666666666666
4322,2021-06-29 09:58:00-03:00,Red Hot Chili Peppers,If You Want Me To Stay,2021,6,31.37,0.5228333333333334
4323,2021-06-29 10:02:00-03:00,FloFilz,Dulce,2021,6,131.558,2.192633333333333
4324,2021-06-29 10:05:00-03:00,Emapea,Jazzy,2021,6,180.737,3.0122833333333334
4325,2021-06-29 10:08:00-03:00,Jazz Spastiks,(Never Been To) California,2021,6,150.026,2.5004333333333335
4326,2021-06-29 10:12:00-03:00,Flamingosis,Believe in Me,2021,6,245.028,4.0838
4327,2021-06-29 10:17:00-03:00,Oddisee,Beach Dr.,2021,6,322.857,5.38095
4328,2021-06-29 10:25:00-03:00,Soulive,Ne-Ne,2021,6,486.386,8.106433333333333
4329,2021-06-29 10:27:00-03:00,Booker T. Jones,Rent Party,2021,6,87.074,1.4512333333333334
4330,2021-06-29 10:32:00-03:00,Lord Echo,Cosmic Echoes,2021,6,306.493,5.108216666666666
4331,2021-06-29 10:38:00-03:00,Greyboy,Unwind Your Mind,2021,6,368.04,6.134
4332,2021-06-29 10:41:00-03:00,Jinsang,Feelings.,2021,6,160.98,2.683
4333,2021-06-29 10:46:00-03:00,Galactic,Church,2021,6,353.973,5.8995500000000005
4335,2021-06-29 11:18:00-03:00,The Greyboy Allstars,Soul Dream,2021,6,285.866,4.764433333333333
4336,2021-06-29 11:31:00-03:00,The New Mastersounds,MRG,2021,6,257.106,4.2851
4337,2021-06-29 11:37:00-03:00,Charlie Hunter,Fine Corinthian Leather,2021,6,364.92,6.082
4343,2021-06-29 11:41:00-03:00,Nathan George,Colorblind,2021,6,176.0,2.933333333333333
4344,2021-06-29 11:45:00-03:00,The Jazzual Suspects,Ba Dada,2021,6,277.88,4.631333333333333
4345,2021-06-29 11:48:00-03:00,Colossus,Real Fungi,2021,6,191.0,3.183333333333333
