,endTime,artistName,trackName,year,month,seconds_played,minutes_played
9029,2021-10-23 12:00:00-03:00,Red Hot Chili Peppers,Hump de Bump,2021,10,213.093,3.5515499999999998
9030,2021-10-23 12:03:00-03:00,KellyeAnn Keough,Well-Behaved Women,2021,10,187.622,3.1270333333333338
9031,2021-10-23 12:05:00-03:00,Al Green,Love and Happiness,2021,10,122.654,2.044233333333333
9035,2021-10-24 19:26:00-03:00,Weezer,Say It Ain't So,2021,10,258.826,4.313766666666667
9037,2021-10-24 19:29:00-03:00,The Meters,Cissy Strut,2021,10,186.853,3.1142166666666666
9038,2021-10-24 19:32:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,10,213.893,3.5648833333333334
9039,2021-10-24 19:34:00-03:00,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,2021,10,115.28,1.9213333333333333
9040,2021-10-24 19:39:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,10,276.28,4.604666666666666
9041,2021-10-24 19:42:00-03:00,The Alan Parsons Project,Snake Eyes,2021,10,195.666,3.2611
9042,2021-10-24 19:46:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,10,201.88,3.3646666666666665
9043,2021-10-24 19:50:00-03:00,Genesis,That's All - Remastered 2007,2021,10,266.173,4.436216666666667
9044,2021-10-24 19:56:00-03:00,Boogie Belgique,Pelican,2021,10,228.456,3.8076
9046,2021-10-25 10:21:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,10,85.15,1.4191666666666667
9047,2021-10-25 10:23:00-03:00,The Police,Message In A Bottle,2021,10,127.47,2.1245
9050,2021-10-25 17:11:00-03:00,Mac Miller,What's the Use?,2021,10,32.38,0.5396666666666667
9058,2021-10-25 17:16:00-03:00,Weezer,Say It Ain't So,2021,10,258.826,4.313766666666667
9059,2021-10-25 17:20:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,10,213.893,3.5648833333333334
9060,2021-10-25 17:22:00-03:00,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,2021,10,115.28,1.9213333333333333
9061,2021-10-25 17:47:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,10,276.28,4.604666666666666
9062,2021-10-25 17:50:00-03:00,The Alan Parsons Project,Snake Eyes,2021,10,195.666,3.2611
9063,2021-10-25 18:06:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,10,201.88,3.3646666666666665
9064,2021-10-25 18:10:00-03:00,Genesis,That's All - Remastered 2007,2021,10,266.173,4.436216666666667
9065,2021-10-25 18:15:00-03:00,Boogie Belgique,Pelican,2021,10,266.949,4.44915
9066,2021-10-25 18:21:00-03:00,The Gaddabouts,River Rises,2021,10,350.466,5.8411
9067,2021-10-25 18:26:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,10,306.32,5.105333333333333
9068,2021-10-25 18:28:00-03:00,Joss Moog,Wil,2021,10,157.923,2.63205
9070,2021-10-25 18:39:00-03:00,Nikitch,46 Rue Du Fort,2021,10,198.3,3.305
9073,2021-10-25 18:47:00-03:00,Boogie Belgique,Every Time,2021,10,209.88,3.4979999999999998
9076,2021-10-25 18:50:00-03:00,Boogie Belgique,Rhythm,2021,10,214.908,3.5818
9079,2021-10-25 20:06:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,10,284.53,4.742166666666666
9080,2021-10-25 20:10:00-03:00,Tears For Fears,"Head Over Heels - Dave Bascombe 7"" N.Mix",2021,10,194.92,3.2486666666666664
9081,2021-10-25 20:13:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,10,169.466,2.8244333333333334
9083,2021-10-25 20:18:00-03:00,Stevie Wonder,I Wish,2021,10,252.373,4.206216666666666
9085,2021-10-25 20:26:00-03:00,Mac Miller,What's the Use?,2021,10,313.0,5.216666666666667
9087,2021-10-26 10:24:00-03:00,Mac Miller,What's the Use?,2021,10,127.1,2.118333333333333
9090,2021-10-26 10:26:00-03:00,Thundercat,Them Changes,2021,10,51.42,0.857
9092,2021-10-26 10:27:00-03:00,Conociendo Rusia,Quiero Que Me Llames,2021,10,55.98,0.9329999999999999
9093,2021-10-26 10:28:00-03:00,Palta & the mood,Parque Chas,2021,10,36.08,0.6013333333333333
9094,2021-10-26 10:31:00-03:00,Palta & the mood,Dancin' Hippo,2021,10,206.51,3.4418333333333333
9095,2021-10-26 10:34:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,10,155.28,2.588
9096,2021-10-26 10:45:00-03:00,Billy Cobham,Red Baron,2021,10,396.666,6.6110999999999995
9097,2021-10-26 10:48:00-03:00,The Meters,Cissy Strut,2021,10,186.853,3.1142166666666666
9098,2021-10-26 10:55:00-03:00,Galactic,Goodnight,2021,10,252.706,4.211766666666667
9099,2021-10-26 10:58:00-03:00,James Brown,The Boss,2021,10,194.933,3.248883333333333
9100,2021-10-26 13:25:00-03:00,Red Hot Chili Peppers,Quixoticelixer - 2006 Remaster,2021,10,121.62,2.027
9101,2021-10-26 16:15:00-03:00,Charlie Hunter,Fine Corinthian Leather,2021,10,172.63,2.8771666666666667
9103,2021-10-26 18:06:00-03:00,CHIC,What About Me,2021,10,213.74,3.5623333333333336
9104,2021-10-26 18:11:00-03:00,Boogie Belgique,Pelican,2021,10,266.949,4.44915
9105,2021-10-26 18:17:00-03:00,The Gaddabouts,River Rises,2021,10,350.466,5.8411
9106,2021-10-26 18:22:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,10,306.32,5.105333333333333
9107,2021-10-26 18:24:00-03:00,Joss Moog,Wil,2021,10,157.923,2.63205
9108,2021-10-26 18:29:00-03:00,Nikitch,46 Rue Du Fort,2021,10,256.262,4.2710333333333335
9109,2021-10-26 18:34:00-03:00,Michael Haggins,Daybreak,2021,10,329.52,5.492
9110,2021-10-26 19:11:00-03:00,Herbie Hancock,Doin' It,2021,10,482.72,8.045333333333334
9111,2021-10-26 19:15:00-03:00,Ocean Alley,Confidence,2021,10,253.076,4.217933333333333
9112,2021-10-26 19:19:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,10,257.8,4.296666666666667
9113,2021-10-26 19:24:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,10,282.133,4.702216666666667
9114,2021-10-26 19:28:00-03:00,Willy Crook,Fool Times,2021,10,236.4,3.94
9115,2021-10-26 19:30:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,10,155.28,2.588
9116,2021-10-26 19:37:00-03:00,The New Mastersounds,Take What You Need,2021,10,38.62,0.6436666666666666
9117,2021-10-26 19:37:00-03:00,Greyboy,Unwind Your Mind,2021,10,368.04,6.134
9118,2021-10-26 20:43:00-03:00,Los Pericos,Flaca,2021,10,196.21,3.270166666666667
9119,2021-10-26 20:48:00-03:00,Andrés Calamaro,Flaca,2021,10,277.653,4.62755
9121,2021-10-26 20:52:00-03:00,Andrés Calamaro,Loco,2021,10,215.73,3.5955
9122,2021-10-26 20:53:00-03:00,Andrés Calamaro,Output Input - Jamón del medio,2021,10,31.11,0.5185
9124,2021-10-26 20:56:00-03:00,Andrés Calamaro,Mi gin tonic,2021,10,173.32,2.8886666666666665
9126,2021-10-26 21:00:00-03:00,Andrés Calamaro,Carnaval de Brasil,2021,10,245.98,4.099666666666667
9128,2021-10-26 21:03:00-03:00,Andrés Calamaro,Soy tuyo,2021,10,195.213,3.2535499999999997
9129,2021-10-26 21:07:00-03:00,Andrés Calamaro,5 minutos más - Minibar,2021,10,207.46,3.457666666666667
9130,2021-10-26 21:09:00-03:00,Soda Stereo,Corazón Delator - Remasterizado 2007,2021,10,80.2,1.3366666666666667
9131,2021-10-26 21:12:00-03:00,Soda Stereo,Un Misil en Mi Placard,2021,10,181.66,3.0276666666666667
9134,2021-10-27 10:14:00-03:00,Grateful Dead,Shakedown Street - 2013 Remaster,2021,10,37.78,0.6296666666666667
9135,2021-10-27 10:17:00-03:00,Mathieu Fiset,Chick's Pain,2021,10,217.442,3.6240333333333337
9136,2021-10-27 10:22:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,10,292.613,4.876883333333334
9137,2021-10-27 10:26:00-03:00,Lipps Inc.,Funkytown,2021,10,238.586,3.9764333333333335
9138,2021-10-27 10:30:00-03:00,The Clash,Rock the Casbah - Remastered,2021,10,222.426,3.7070999999999996
9139,2021-10-27 10:53:00-03:00,Weezer,Say It Ain't So,2021,10,258.826,4.313766666666667
9140,2021-10-27 10:57:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,10,213.893,3.5648833333333334
9141,2021-10-27 10:59:00-03:00,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,2021,10,115.28,1.9213333333333333
9142,2021-10-27 11:04:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,10,276.28,4.604666666666666
9143,2021-10-27 11:07:00-03:00,The Alan Parsons Project,Snake Eyes,2021,10,195.666,3.2611
9144,2021-10-27 11:10:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,10,201.88,3.3646666666666665
9145,2021-10-27 11:15:00-03:00,Genesis,That's All - Remastered 2007,2021,10,266.173,4.436216666666667
9146,2021-10-27 11:19:00-03:00,Boogie Belgique,Pelican,2021,10,266.949,4.44915
9147,2021-10-27 11:25:00-03:00,The Gaddabouts,River Rises,2021,10,350.466,5.8411
9148,2021-10-27 11:30:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,10,306.32,5.105333333333333
9149,2021-10-27 11:33:00-03:00,Joss Moog,Wil,2021,10,157.923,2.63205
9150,2021-10-27 11:37:00-03:00,Nikitch,46 Rue Du Fort,2021,10,256.262,4.2710333333333335
9152,2021-10-27 11:42:00-03:00,Michael Haggins,Daybreak,2021,10,288.749,4.812483333333334
9154,2021-10-27 11:43:00-03:00,Ocean Alley,Confidence,2021,10,50.4,0.84
9156,2021-10-27 11:46:00-03:00,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),2021,10,99.18,1.653
9157,2021-10-27 11:50:00-03:00,Daft Punk,Give Life Back to Music,2021,10,212.39,3.539833333333333
9158,2021-10-27 11:51:00-03:00,Daft Punk,Fragments of Time (feat. Todd Edwards),2021,10,32.64,0.544
9160,2021-10-27 15:45:00-03:00,Daft Punk,"Harder, Better, Faster, Stronger",2021,10,163.67,2.7278333333333333
9161,2021-10-27 15:52:00-03:00,Daft Punk,Around the World,2021,10,429.533,7.158883333333334
9162,2021-10-27 15:59:00-03:00,Daft Punk,Musique,2021,10,413.6,6.8933333333333335
9163,2021-10-27 16:05:00-03:00,Daft Punk,Da Funk,2021,10,328.68,5.478
9164,2021-10-27 16:08:00-03:00,Daft Punk,Robot Rock,2021,10,221.336,3.6889333333333334
9165,2021-10-27 16:14:00-03:00,Daft Punk,Revolution 909,2021,10,335.026,5.5837666666666665
9166,2021-10-27 16:19:00-03:00,Daft Punk,Television Rules the Nation,2021,10,287.84,4.797333333333333
9167,2021-10-27 16:24:00-03:00,Daft Punk,Technologic,2021,10,284.28,4.7379999999999995
9168,2021-10-27 16:27:00-03:00,The Clash,Rock the Casbah - Remastered,2021,10,222.426,3.7070999999999996
9169,2021-10-27 16:31:00-03:00,Daft Punk,Voyager,2021,10,227.866,3.797766666666667
9170,2021-10-27 16:33:00-03:00,Gramatik,Dungeon Sound,2021,10,97.746,1.6291
9171,2021-10-27 16:34:00-03:00,Thundercat,Oh Sheit it's X,2021,10,86.06,1.4343333333333335
9172,2021-10-27 21:14:00-03:00,Vulfpeck,Disco Ulysses (Instrumental),2021,10,201.08,3.3513333333333337
9173,2021-10-27 21:15:00-03:00,Michael Haggins,Daybreak,2021,10,92.14,1.5356666666666667
9174,2021-10-28 10:40:00-03:00,Michael Haggins,Daybreak,2021,10,237.361,3.9560166666666663
9175,2021-10-28 10:45:00-03:00,Ocean Alley,Confidence,2021,10,253.076,4.217933333333333
9176,2021-10-28 10:49:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,10,257.8,4.296666666666667
9177,2021-10-28 10:54:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,10,282.133,4.702216666666667
9178,2021-10-28 10:58:00-03:00,Nikitch,ZBRA,2021,10,274.044,4.5674
9179,2021-10-28 11:02:00-03:00,The Poets Of Rhythm,More Mess on My Thing,2021,10,252.0,4.2
9180,2021-10-28 11:06:00-03:00,The New Mastersounds,Take What You Need,2021,10,191.16,3.186
9181,2021-10-28 11:25:00-03:00,Ikebe Shakedown,Dram,2021,10,128.995,2.149916666666667
9183,2021-10-28 22:32:00-03:00,Greyboy,Unwind Your Mind,2021,10,242.39,4.039833333333333
9184,2021-10-28 22:38:00-03:00,Charlie Hunter,Fine Corinthian Leather,2021,10,364.92,6.082
9185,2021-10-28 22:41:00-03:00,The Greyboy Allstars,V-Neck Sweater,2021,10,155.28,2.588
9186,2021-10-28 22:44:00-03:00,Willy Crook,Fool Times,2021,10,236.4,3.94
9187,2021-10-29 01:12:00-03:00,Galactic,Church,2021,10,131.98,2.1996666666666664
9192,2021-10-29 21:25:00-03:00,Morgana King,Bill,2021,10,45.46,0.7576666666666667
9193,2021-10-29 21:27:00-03:00,Laura Nyro,Wedding Bells Blues,2021,10,91.21,1.5201666666666667
9196,2021-10-31 20:22:00-03:00,Red Hot Chili Peppers,Quixoticelixer - 2006 Remaster,2021,10,252.72,4.212
9198,2021-10-31 20:27:00-03:00,Weezer,Say It Ain't So,2021,10,258.826,4.313766666666667
9199,2021-10-31 20:30:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,10,213.893,3.5648833333333334
9200,2021-10-31 20:32:00-03:00,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,2021,10,115.28,1.9213333333333333
9201,2021-10-31 20:37:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,10,276.28,4.604666666666666
9202,2021-10-31 20:40:00-03:00,The Alan Parsons Project,Snake Eyes,2021,10,195.666,3.2611
9203,2021-10-31 20:44:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,10,201.88,3.3646666666666665
9204,2021-10-31 20:48:00-03:00,Genesis,That's All - Remastered 2007,2021,10,266.173,4.436216666666667
9206,2021-10-31 20:54:00-03:00,The Gaddabouts,River Rises,2021,10,350.466,5.8411
9207,2021-10-31 20:56:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,10,136.414,2.2735666666666665
9210,2021-10-31 21:02:00-03:00,Michael Haggins,Daybreak,2021,11,329.52,5.492
9211,2021-10-31 21:04:00-03:00,Herbie Hancock,Doin' It,2021,11,136.288,2.271466666666667
9212,2021-10-31 21:05:00-03:00,Ocean Alley,Confidence,2021,11,56.535,0.9422499999999999
9213,2021-10-31 21:14:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,210.002,3.5000333333333336
9214,2021-10-31 21:19:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,11,249.362,4.156033333333333
9225,2021-11-01 09:09:00-03:00,Ikebe Shakedown,Rio Grande,2021,11,106.3,1.7716666666666667
9230,2021-11-01 09:55:00-03:00,Boogie Belgique,Rhythm,2021,11,150.87,2.5145
9231,2021-11-02 16:16:00-03:00,Ocean Alley,Confidence,2021,11,253.076,4.217933333333333
9232,2021-11-02 16:21:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,257.8,4.296666666666667
9234,2021-11-02 19:21:00-03:00,Boogie Belgique,Rhythm,2021,11,216.699,3.61165
9237,2021-11-02 20:30:00-03:00,Michael Haggins,Daybreak,2021,11,324.99,5.4165
9240,2021-11-02 23:45:00-03:00,Militantes del Climax,Jazz Funk,2021,11,90.56,1.5093333333333334
9244,2021-11-03 09:08:00-03:00,Boogie Belgique,Rhythm,2021,11,213.79,3.5631666666666666
9245,2021-11-03 09:11:00-03:00,Boogie Belgique,Every Time,2021,11,227.4,3.79
9246,2021-11-03 09:13:00-03:00,Boogie Belgique,Goodnight Moon,2021,11,106.1,1.7683333333333333
9249,2021-11-03 09:14:00-03:00,Boogie Belgique,Swing Thing,2021,11,69.43,1.1571666666666667
9252,2021-11-03 09:21:00-03:00,Mark Farina,Dream Machine - Downtempo Mix,2021,11,368.746,6.145766666666666
9254,2021-11-03 09:27:00-03:00,St Germain,Sure Thing,2021,11,358.773,5.979550000000001
9256,2021-11-03 09:32:00-03:00,The Jazzual Suspects,Ba Dada,2021,11,277.88,4.631333333333333
9263,2021-11-03 09:35:00-03:00,Colossus,Real Fungi,2021,11,191.0,3.183333333333333
9266,2021-11-03 10:02:00-03:00,Colossus,Dopebeatz,2021,11,300.746,5.012433333333333
9267,2021-11-03 10:06:00-03:00,Hardkandy,Loose Ends,2021,11,248.826,4.1471
9268,2021-11-03 10:14:00-03:00,Dave Allison,Brooklyn's Groove,2021,11,349.24,5.820666666666667
9269,2021-11-03 10:20:00-03:00,BoomBox,Stereo,2021,11,346.0,5.766666666666667
9271,2021-11-03 10:26:00-03:00,BoomBox,Tonight,2021,11,249.336,4.155600000000001
9272,2021-11-03 10:27:00-03:00,Joshua Heath,More,2021,11,56.58,0.943
9273,2021-11-03 10:32:00-03:00,Pinback,Crutch,2021,11,272.2,4.536666666666666
9274,2021-11-03 10:35:00-03:00,Pinback,From Nothing To Nowhere,2021,11,207.666,3.4611
9275,2021-11-03 10:39:00-03:00,Pinback,Barnes,2021,11,256.96,4.282666666666667
9276,2021-11-03 10:42:00-03:00,Pinback,Good To Sea,2021,11,191.933,3.1988833333333333
9277,2021-11-03 10:47:00-03:00,Pinback,How We Breathe,2021,11,247.373,4.122883333333333
9278,2021-11-03 10:49:00-03:00,Pinback,Walters,2021,11,116.426,1.9404333333333335
9279,2021-11-03 10:50:00-03:00,Pinback,Subbing For Eden,2021,11,75.12,1.252
9282,2021-11-03 10:54:00-03:00,Pinback,Devil You Know,2021,11,239.356,3.9892666666666665
9283,2021-11-03 11:19:00-03:00,Pinback,Bouquet,2021,11,188.39,3.1398333333333333
9284,2021-11-03 11:23:00-03:00,Pinback,Non Photo-Blue,2021,11,223.6,3.7266666666666666
9286,2021-11-03 11:27:00-03:00,Pinback,Sender,2021,11,234.07,3.9011666666666667
9287,2021-11-03 12:57:00-03:00,Boogie Belgique,Rhythm,2021,11,214.908,3.5818
9290,2021-11-03 16:14:00-03:00,Kornél Kovács,Szikra - Bónusz Beat,2021,11,161.1,2.685
9296,2021-11-03 16:18:00-03:00,Boogie Belgique,Rhythm,2021,11,218.458,3.6409666666666665
9297,2021-11-03 16:20:00-03:00,Wax Tailor,Que Sera,2021,11,142.623,2.3770499999999997
9299,2021-11-03 16:25:00-03:00,Jinsang,Feelings.,2021,11,163.202,2.7200333333333333
9302,2021-11-03 16:27:00-03:00,Wax Tailor,Que Sera,2021,11,91.667,1.5277833333333333
9304,2021-11-03 16:32:00-03:00,PYLOT,Clova,2021,11,307.636,5.127266666666667
9305,2021-11-03 16:36:00-03:00,Home,Resonance,2021,11,212.881,3.548016666666667
9306,2021-11-03 16:39:00-03:00,Trevor Something,Summer Love,2021,11,215.727,3.59545
9307,2021-11-03 16:46:00-03:00,Yuni Wa,The Future,2021,11,203.841,3.3973500000000003
9308,2021-11-03 16:49:00-03:00,Home,Oort Cloud,2021,11,200.913,3.3485500000000004
9310,2021-11-03 16:53:00-03:00,oDDling,Make Believe,2021,11,187.99,3.133166666666667
9311,2021-11-03 16:57:00-03:00,Summer Heart,I Wanna Go,2021,11,247.572,4.1262
9312,2021-11-03 16:59:00-03:00,Home,Decay,2021,11,155.167,2.586116666666667
9331,2021-11-03 17:03:00-03:00,Efence,Spaceflight,2021,11,101.02,1.6836666666666666
9337,2021-11-03 17:04:00-03:00,Raffa Fl,How We Do - Raffa FL Re Edit,2021,11,30.34,0.5056666666666667
9344,2021-11-03 17:06:00-03:00,ANOTR,The Issue - Extended Mix,2021,11,91.78,1.5296666666666667
9345,2021-11-03 18:17:00-03:00,Juliet Fox,Can't Sleep - Original Mix,2021,11,390.967,6.516116666666666
9346,2021-11-03 18:18:00-03:00,Format:B,Chunky - Club Mix,2021,11,104.542,1.7423666666666666
9350,2021-11-03 18:23:00-03:00,Patrick Topping,Forget - Original Mix,2021,11,261.21,4.3534999999999995
9351,2021-11-03 18:29:00-03:00,Technasia,I Am Somebody,2021,11,372.86,6.214333333333333
9360,2021-11-03 18:44:00-03:00,Ross Evana,No Disco,2021,11,403.68,6.728
9362,2021-11-03 18:49:00-03:00,Mark Knight,Chaos Theory - Original Mix,2021,11,323.43,5.3905
9364,2021-11-03 18:51:00-03:00,ANOTR,The Issue - Extended Mix,2021,11,105.02,1.7503333333333333
9365,2021-11-03 19:02:00-03:00,The Deli,Sagittarius,2021,11,400.0,6.666666666666667
9366,2021-11-03 19:26:00-03:00,DJ TIRED,Think Of U,2021,11,519.344,8.655733333333334
9367,2021-11-03 19:32:00-03:00,DJ TIRED,Splittin' Wigs,2021,11,393.442,6.557366666666667
9368,2021-11-03 19:41:00-03:00,DJ TIRED,Chrome Blast,2021,11,507.768,8.4628
9370,2021-11-03 19:46:00-03:00,DJ TIRED,Splittin' Wigs,2021,11,343.104,5.7184
9371,2021-11-04 17:54:00-03:00,Nine Inch Nails,Closer,2021,11,34.95,0.5825
9372,2021-11-05 10:57:00-03:00,Michael Haggins,Daybreak,2021,11,329.52,5.492
9373,2021-11-05 11:05:00-03:00,Herbie Hancock,Doin' It,2021,11,482.72,8.045333333333334
9374,2021-11-05 11:10:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,257.8,4.296666666666667
9375,2021-11-05 11:11:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,11,93.76,1.5626666666666666
9377,2021-11-05 16:33:00-03:00,Mathieu Fiset,Chick's Pain,2021,11,47.3,0.7883333333333333
9378,2021-11-05 16:59:00-03:00,Gramatik,Satoshi Nakamoto,2021,11,117.12,1.9520000000000002
9379,2021-11-05 17:00:00-03:00,Militantes del Climax,Jazz Funk,2021,11,52.87,0.8811666666666667
9382,2021-11-05 17:01:00-03:00,Militantes del Climax,Hit Hot,2021,11,31.44,0.524
9395,2021-11-05 17:05:00-03:00,Militantes del Climax,Jazz Funk,2021,11,195.42,3.2569999999999997
9396,2021-11-06 13:23:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,11,280.98,4.683000000000001
9398,2021-11-06 13:25:00-03:00,Weezer,Say It Ain't So,2021,11,136.28,2.271333333333333
9399,2021-11-06 13:28:00-03:00,Militantes del Climax,Jazz Funk,2021,11,149.24,2.4873333333333334
9400,2021-11-06 13:29:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,11,84.14,1.4023333333333334
9403,2021-11-08 12:56:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,11,262.42,4.373666666666667
9405,2021-11-08 13:02:00-03:00,Weezer,Say It Ain't So,2021,11,46.53,0.7755
9408,2021-11-08 14:05:00-03:00,HAIM,The Wire,2021,11,65.71,1.0951666666666666
9410,2021-11-08 14:06:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,11,53.14,0.8856666666666667
9417,2021-11-08 17:35:00-03:00,Genesis,That's All - Remastered 2007,2021,11,266.173,4.436216666666667
9421,2021-11-08 17:41:00-03:00,The Gaddabouts,River Rises,2021,11,350.466,5.8411
9422,2021-11-08 19:41:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,11,167.853,2.79755
9429,2021-11-08 19:48:00-03:00,Mathieu Fiset,Chick's Pain,2021,11,217.442,3.6240333333333337
9430,2021-11-08 19:52:00-03:00,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2021,11,292.613,4.876883333333334
9431,2021-11-08 19:56:00-03:00,Lipps Inc.,Funkytown,2021,11,238.586,3.9764333333333335
9433,2021-11-08 21:16:00-03:00,Bruno Mars,Skate,2021,11,203.122,3.385366666666667
9434,2021-11-08 21:21:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,257.8,4.296666666666667
9435,2021-11-08 21:23:00-03:00,Bruno Mars,Leave The Door Open,2021,11,127.827,2.13045
9437,2021-11-09 11:46:00-03:00,Weezer,Say It Ain't So,2021,11,255.98,4.266333333333333
9439,2021-11-11 14:50:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,11,47.617,0.7936166666666666
9441,2021-11-11 15:21:00-03:00,Oddisee,Beach Dr.,2021,11,43.744,0.7290666666666666
9442,2021-11-11 16:00:00-03:00,Weezer,Say It Ain't So,2021,11,258.826,4.313766666666667
9443,2021-11-11 16:03:00-03:00,The Alan Parsons Project,Mammagamma - Instrumental,2021,11,213.893,3.5648833333333334
9444,2021-11-11 16:05:00-03:00,The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,2021,11,115.28,1.9213333333333333
9445,2021-11-11 16:09:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,11,146.141,2.435683333333333
9446,2021-11-11 16:11:00-03:00,The Alan Parsons Project,Eye In The Sky,2021,11,130.382,2.1730333333333336
9447,2021-11-11 16:14:00-03:00,The Alan Parsons Project,Snake Eyes,2021,11,195.666,3.2611
9448,2021-11-11 16:18:00-03:00,The Alan Parsons Project,I Wouldn't Want to Be Like You,2021,11,201.88,3.3646666666666665
9449,2021-11-11 16:22:00-03:00,Genesis,That's All - Remastered 2007,2021,11,266.173,4.436216666666667
9451,2021-11-11 16:28:00-03:00,The Gaddabouts,River Rises,2021,11,350.466,5.8411
9452,2021-11-11 16:31:00-03:00,Talking Heads,Slippery People - 2005 Remaster,2021,11,160.058,2.6676333333333333
9457,2021-11-11 16:47:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,146.308,2.4384666666666663
9458,2021-11-11 19:08:00-03:00,Fleetwood Mac,Dreams - 2004 Remaster,2021,11,112.635,1.87725
9459,2021-11-11 19:11:00-03:00,Red Hot Chili Peppers,Apache Rose Peacock,2021,11,119.273,1.9878833333333332
9460,2021-11-11 19:15:00-03:00,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,2021,11,296.146,4.935766666666667
9467,2021-11-11 19:19:00-03:00,Stone Temple Pilots,Interstate Love Song - 2019 Remaster,2021,11,194.853,3.24755
9468,2021-11-11 19:23:00-03:00,Talking Heads,Psycho Killer - 2005 Remaster,2021,11,261.413,4.356883333333333
9470,2021-11-11 19:28:00-03:00,Talking Heads,Take Me to the River - 2005 Remaster,2021,11,302.52,5.042
9471,2021-11-11 19:33:00-03:00,Average White Band,School Boy Crush,2021,11,299.533,4.992216666666667
9474,2021-11-11 19:36:00-03:00,The Brothers Johnson,I'll Be Good To You,2021,11,175.885,2.9314166666666663
9475,2021-11-11 19:39:00-03:00,Talking Heads,"Uh-Oh, Love Comes to Town - 2005 Remaster",2021,11,169.466,2.8244333333333334
9476,2021-11-11 19:44:00-03:00,Eric Clapton,I Shot The Sheriff,2021,11,263.746,4.395766666666666
9477,2021-11-11 19:47:00-03:00,Faces,Ooh La La,2021,11,175.058,2.9176333333333333
9479,2021-11-12 10:05:00-03:00,CHIC,What About Me,2021,11,254.16,4.236
9480,2021-11-12 10:21:00-03:00,Donny Hathaway,Voices Inside (Everything Is Everything),2021,11,815.08,13.584666666666667
9481,2021-11-12 10:25:00-03:00,The Temptations,Shakey Ground,2021,11,241.6,4.026666666666666
9482,2021-11-12 10:41:00-03:00,Dire Straits,Six Blade Knife,2021,11,252.0,4.2
9483,2021-11-12 10:49:00-03:00,Dire Straits,Lions,2021,11,303.893,5.0648833333333325
9484,2021-11-12 10:55:00-03:00,Galactic,Church,2021,11,353.973,5.8995500000000005
9485,2021-11-12 11:01:00-03:00,Galactic,Something's Wrong With This Picture,2021,11,355.506,5.9251
9487,2021-11-12 11:22:00-03:00,Galactic,Stax Jam,2021,11,190.96,3.182666666666667
