endTime,artistName,trackName,msPlayed
2021-03-19 19:46,Pimps of Joytime,Mud featuring Ivan Neville,912
2021-03-19 19:46,Dire Straits,Lions,855
2021-03-19 19:46,Vulfpeck,Cory Wong,706
2021-03-19 19:46,Dire Straits,Six Blade Knife,1008
2021-03-19 19:46,Galactic,Something's Wrong With This Picture,865
2021-03-19 19:46,Merl Saunders & Friends,After Midnight,534
2021-03-19 19:46,Galactic,Church,494
2021-03-19 19:46,Little Feat,Skin It Back,657
2021-03-19 19:46,The Temptations,Shakey Ground,175524
2021-03-19 19:50,The New Mastersounds,MRG,257106
2021-03-19 19:54,The New Mastersounds,102%,203457
2021-03-19 19:55,Average White Band,Pick up the Pieces,60479
2021-03-19 20:08,The Greyboy Allstars,V Neck Sweater,153683
2021-03-19 21:59,Dire Straits,Six Blade Knife,1100
2021-03-20 20:28,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),7820
2021-03-20 20:28,Hector Gachan,Untitled '91,1790
2021-03-20 20:28,Hector Gachan,Really Something,4990
2021-03-20 20:28,Daft Punk,Fragments of Time (feat. Todd Edwards),6630
2021-03-20 20:28,Kid Bloom,Electric U,2430
2021-03-20 20:28,Daft Punk,Give Life Back to Music,7220
2021-03-21 14:34,Hector Gachan,Really Something,214498
2021-03-21 14:35,Korn,Here to Stay,28412
2021-03-21 15:16,Korn,Here to Stay,1450
2021-03-21 15:16,Dream Theater,As I Am,560
2021-03-21 15:19,Kid Bloom,Electric U,171696
2021-03-21 15:25,Crumb,Plants,0
2021-03-21 15:25,Hector Gachan,Easy,280
2021-03-21 15:25,Banes World,You Say I'm in Love,960
2021-03-21 15:25,MGMT,Kids,0
2021-03-21 15:25,Inner Wave,American Spirits,0
2021-03-21 15:25,LEISURE,Money,470
2021-03-21 15:25,LEISURE,Hot Love,790
2021-03-21 15:25,Craft Spells,After the Moment,780
2021-03-21 15:25,RALPH TV,Shake This Feelin',470
2021-03-21 15:25,RALPH TV,Shake This Feelin',870
2021-03-21 15:25,Tame Impala,The Less I Know The Better,3323
2021-03-21 15:25,MGMT,Electric Feel,220
2021-03-21 15:25,Feng Suave,Sink into the Floor,970
2021-03-21 15:25,Sunset Rollercoaster,My Jinji,830
2021-03-21 15:25,City and Colour,Killing Time,0
2021-03-21 15:25,Men I Trust,Lauren,800
2021-03-21 15:25,HOMESHAKE,Give It to Me,350
2021-03-21 15:25,HOMESHAKE,Give It to Me,750
2021-03-21 15:25,Tame Impala,Feels Like We Only Go Backwards,390
2021-03-21 15:25,Hector Gachan,You're Right,540
2021-03-21 15:25,potsu,i'm closing my eyes,530
2021-03-21 15:25,MGMT,Time to Pretend,0
2021-03-21 15:25,Peach Pit,Peach Pit,620
2021-03-21 15:25,Inner Wave,Diamond Eyes,440
2021-03-21 15:26,Loving,"A Long Slow Little Wave / Citizen, an Activity",730
2021-03-21 15:26,LEISURE,All over You,840
2021-03-21 15:29,Sports,Panama,198546
2021-03-21 15:33,Men I Trust,Show Me How,16953
2021-03-21 15:35,Crumb,Recently Played,120454
2021-03-21 15:35,Parcels,Hideout,6775
2021-03-21 15:38,Thundercat,Them Changes,188453
2021-03-21 15:42,RALPH TV,Taxi Boy,189333
2021-03-21 15:45,Datarock,Amarillion,207312
2021-03-21 15:46,Hidden Spheres,Be a Man,36570
2021-03-21 15:46,Laurence Guy,Les Mur,5240
2021-03-21 15:46,Black Loops,Sex - Bonus Track,2980
2021-03-21 15:46,Demuja,Getting Dark,19190
2021-03-21 15:46,DJ BORING,Lonely Valentine,4450
2021-03-21 15:46,Black Loops,Suki,3860
2021-03-21 15:46,Demuja,Move,2510
2021-03-21 15:47,Sweely,Stronger Than Me,5710
2021-03-21 15:47,DJ BORING,I Know You Want To,10440
2021-03-21 15:47,Frits Wentink,Glints,5020
2021-03-21 15:47,Black Loops,Baustelle,1620
2021-03-21 15:47,Project Pablo,Sky Lounge,6590
2021-03-21 15:47,Chaos In The CBD,816 To Nunhead,4330
2021-03-21 15:47,Harrison BDP,Small Talk - Original Mix,3040
2021-03-21 15:47,Black Loops,Higher,3160
2021-03-21 15:47,Earth Boys,Myrtle Music - Original Mix,3930
2021-03-21 15:47,DJ BORING,Exotic Feelin',7120
2021-03-21 15:47,Madcat,Heard It,2570
2021-03-21 15:47,Leon Vynehall,Butterflies,2450
2021-03-21 15:48,Tell,I Lost 200€ in a Club,3630
2021-03-21 15:48,Purple Velvet,Back On The Boulevard - Original Mix,5170
2021-03-21 15:48,Hidden Spheres,Waiting,2790
2021-03-21 15:48,Baltra,Fade Away (Vocal),3320
2021-03-21 15:48,DJ BORING,For Tahn,4880
2021-03-21 15:48,Demuja,I Want You,2320
2021-03-21 15:48,DJ BORING,Want U So,4100
2021-03-21 15:48,Dam Swindle,The Wrap Around - Original Mix,2980
2021-03-21 15:48,Seb Wildblood,Seal of Approval,2770
2021-03-21 15:48,Never Dull,What Is Jazz?,2490
2021-03-21 15:48,DJ BORING,Don't Love Me,3000
2021-03-21 15:48,Loure,Step In,2450
2021-03-21 15:48,Laurence Guy,Saw You for the First Time,3050
2021-03-21 15:48,Leon Vynehall,This is the Place,2230
2021-03-21 15:48,Black Loops,Cassette 7,2490
2021-03-21 15:48,Fouk,Kill Frenzy,4710
2021-03-21 15:48,Demuja,Turn Me On,2370
2021-03-21 15:49,Folamour,Nights over You,1990
2021-03-21 15:49,Frits Wentink,Chad Brothers,4170
2021-03-21 15:49,Project Pablo,Dustman,1850
2021-03-21 15:49,Borrowed Identity,Searching Forever,1980
2021-03-21 15:49,Uniile,This Must Be Illegal,1810
2021-03-21 15:49,Mall Grab,Never,2100
2021-03-21 15:49,Kerri Chandler,Mommy What's a Record,2340
2021-03-21 15:49,Project Pablo,Closer,2380
2021-03-21 15:49,Palms Trax,Equation,2010
2021-03-21 15:49,Fouk,Ken Sent Me,1600
2021-03-21 15:49,Jesse Bru,Dream Warrior,2800
2021-03-21 15:49,DJ BORING,Found Love,2340
2021-03-21 15:49,Baltra,Lookin' 4 Love,5360
2021-03-21 15:49,Project Pablo,Morning Shift,1640
2021-03-21 15:49,Black Loops,Le Mirage,1880
2021-03-21 15:49,Ron Blanco,I Wait - Mall Grab Remix,3320
2021-03-21 15:49,Harrison BDP,Decompression,2090
2021-03-21 15:49,Route 8,The Sunrise In Her Eyes,3290
2021-03-21 15:49,Matthieu Faubourg,"Please, Stay",2060
2021-03-21 15:49,Matthieu Faubourg,As Far As I Know,1310
2021-03-21 15:50,Chaos In The CBD,Phantom Melodies,3270
2021-03-21 15:51,Weast,Cocola,3570
2021-03-21 15:51,Black Loops,Climax,3670
2021-03-21 15:51,Honeydripper,All About You,1350
2021-03-21 15:51,Bruce Trail,Bridgework,8150
2021-03-21 15:54,Sleek & Cheek,Go Home,191440
2021-03-21 16:00,CTEPEO '57,Kackwursthouse,350742
2021-03-21 18:35,FYI Chris,House Dog,17910
2021-03-21 18:35,Fouk,Coconuts,234487
2021-03-21 18:36,Ross from Friends,Gettin' It Done,6430
2021-03-21 18:38,The Greyboy Allstars,V Neck Sweater,155280
2021-03-21 19:08,Billy Cobham,Red Baron,37920
2021-03-21 19:08,The Meters,Cissy Strut,7390
2021-03-21 19:08,Galactic,Goodnight,3330
2021-03-21 19:09,James Brown,The Boss,39792
2021-03-21 19:09,Willy Crook,Fool Times,8380
2021-03-21 19:09,Charlie Hunter,Fine Corinthian Leather,1640
2021-03-21 19:14,George Clanton,Make You Cry,325841
2021-03-21 19:18,Hector Gachan,Derby Daze,233706
2021-03-21 19:22,Fellini Félin,Breath Hold,201751
2021-03-21 19:25,Miel De Montagne,Pourquoi pas,192161
2021-03-21 19:45,Loyle Carner,Damselfly,1128
2021-03-21 19:46,Mac DeMarco,Velvet Johnny,2970
2021-03-21 19:46,Mac DeMarco,Yap Man,3790
2021-03-21 19:46,Mac DeMarco,Powers Back On,10020
2021-03-21 19:46,Mac DeMarco,Tommy,1480
2021-03-21 19:46,Mac DeMarco,Eyes On Me,10720
2021-03-21 19:46,Mac DeMarco,Salad Days,11650
2021-03-21 19:46,Mac DeMarco,Out Of My Head,14370
2021-03-21 19:46,Mac DeMarco,Seeing Red,3820
2021-03-21 19:47,Mac DeMarco,Amp Rental,4340
2021-03-21 19:47,Mac DeMarco,Dave,1740
2021-03-21 19:47,Mac DeMarco,Very Spooky,5490
2021-03-21 19:47,Mac DeMarco,Here Comes The Cowboy,2950
2021-03-21 19:47,Mac DeMarco,New You,3150
2021-03-21 20:23,Swim Mountain,Same Mistake,7240
2021-03-21 20:23,Swim Mountain,Midnight in the Supermarket,3390
2021-03-21 20:23,Swim Mountain,All I Care About,12510
2021-03-21 20:23,Mac DeMarco,Nobody,12900
2021-03-21 20:23,Swim Mountain,Wait for Me,2240
2021-03-21 20:23,Tomppabeats,Smoking at Midnight,1990
2021-03-21 20:24,Swim Mountain,Anyone,18580
2021-03-21 20:27,Swim Mountain,Yesterday,210625
2021-03-21 20:47,Swim Mountain,Dream It Real,2370
2021-03-21 20:47,Swim Mountain,Everyday,1030
2021-03-21 20:47,Swim Mountain,Ornella,39924
2021-03-21 20:47,Swim Mountain,Nothing Is Quite as It Seems,590
2021-03-21 20:50,Swim Mountain,Somebody New,210603
2021-03-21 20:51,Hector Gachan,Rocko's Slippin',1660
2021-03-21 20:51,The Brothers Johnson,Strawberry Letter 23,540
2021-03-21 20:51,Little Feat,Skin It Back,1630
2021-03-21 20:51,Orions Belte,Le Mans,43856
2021-03-21 20:51,Mcbaise,Le jardin,20240
2021-03-21 20:51,Drugdealer,Suddenly,1450
2021-03-21 21:03,Parcels,Tieduprightnow,168900
2021-03-21 21:06,Thundercat,Show You The Way,170170
2021-03-21 21:06,Drugdealer,Suddenly,790
2021-03-21 21:09,Papooz,Theatrical State of Mind,192039
2021-03-21 21:09,Fellini Félin,Come to the Fore,0
2021-03-21 21:14,Pigeons Playing Ping Pong,Melting Lights,304506
2021-03-21 21:23,Brassroots District,Take Allotta Sweat,1670
2021-03-21 21:23,Pigeons Playing Ping Pong,F.U.,118183
2021-03-21 21:23,Men I Trust,Morse Code (feat. Odile & Geoffroy),2450
2021-03-21 21:26,Swim Mountain,Wait for Me,186983
2021-03-21 21:30,Khruangbin,Dern Kala,219840
2021-03-21 21:44,Khruangbin,Mr. White,267326
2021-03-21 22:37,Kurt Vile,Bassackwards,586133
2021-03-21 22:46,Courtney Barnett,Over Everything,181816
2021-03-21 22:51,Kurt Vile,One Trick Ponies,262210
2021-03-22 13:56,Study Jazz,Sure Things,3060
2021-03-22 14:28,Oddisee,Beach Dr.,1510
2021-03-22 15:12,The New Mastersounds,MRG,257106
2021-03-22 15:15,The New Mastersounds,102%,203457
2021-03-22 15:16,Average White Band,Pick up the Pieces,4637
2021-03-22 15:16,Shuggie Otis,Funky Thithee,3626
2021-03-22 15:19,The Greyboy Allstars,Still Waiting,202560
2021-03-22 15:24,The New Mastersounds,The Vandenburg Suite,328465
2021-03-22 15:27,Sly & The Family Stone,If You Want Me to Stay,180493
2021-03-22 15:35,Red Hot Chili Peppers,The Righteous & the Wicked,861
2021-03-22 15:35,Red Hot Chili Peppers,Funky Monks,7171
2021-03-22 15:35,Red Hot Chili Peppers,Mellowship Slinky in B Major,1957
2021-03-22 15:39,Red Hot Chili Peppers,Blood Sugar Sex Magik,2989
2021-03-22 15:39,Red Hot Chili Peppers,The Righteous & the Wicked,2535
2021-03-22 15:39,Red Hot Chili Peppers,Give It Away,2860
2021-03-22 15:39,Red Hot Chili Peppers,Under the Bridge,2251
2021-03-22 15:39,Red Hot Chili Peppers,Naked in the Rain,2712
2021-03-22 15:39,Red Hot Chili Peppers,Mellowship Slinky in B Major,239960
2021-03-22 15:44,Red Hot Chili Peppers,Apache Rose Peacock,282133
2021-03-22 15:44,Red Hot Chili Peppers,The Greeting Song,3909
2021-03-22 15:49,Red Hot Chili Peppers,My Lovely Man,279066
2021-03-22 16:20,Red Hot Chili Peppers,Sir Psycho Sexy,259896
2021-03-22 20:33,Oddisee,Beach Dr.,173810
2021-03-23 12:23,The Greyboy Allstars,V Neck Sweater,155280
2021-03-23 12:28,Creedence Clearwater Revival,Have You Ever Seen The Rain,2810
2021-03-23 12:28,Billy Cobham,Red Baron,13860
